CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,section,clean_sentence_text
0,PMC3128457,S112,14726,14858,Statistical methods, For computed tomography outcomes also adjusted time injury first second scan initial haemorrhage volume
0,PMC3128457,S113,14859,14926,Statistical methods, In analysis mass effect adjusted initial mass effect
0,PMC3128457,S114,14927,15046,Statistical methods, Adjusted effects considered primary analysis adjusted unadjusted effect measures reported
0,PMC3128457,S115,15047,15153,Statistical methods, We reported 95 confidence intervals effects estimated P values adjusted analyses
12a,PMC3128457,S116,15162,15295,Statistical methods, Haemorrhage growth analysed using multiple linear regression analysis covariance main factor treatment group
12a,PMC3128457,S117,15296,15461,Statistical methods, Outcomes reported combined separately patients undergo neurosurgical evacuation first second computed tomography scan
12a,PMC3128457,S118,15462,15518,Statistical methods, Binary outcomes analysed using logistic regression
12a,PMC3128457,S119,15519,15631,Statistical methods, Subarachnoid haemorrhage scale compared two groups using non parametric rank test Kruskal Wallis
0,PMC3128457,S120,15632,15692,Statistical methods, All analyses undertaken intention treat basis
0,PMC3128457,S121,15701,15852,Statistical methods, To evaluate clinical relevance primary surrogate outcome selected study also analysed clinical effect haemorrhage growth
12a,PMC3128457,S122,15853,16189,Statistical methods, We conducted logistic regression analysis dependency defined modified Oxford handicap scale outcome haemorrhage growth main exposure variable adjustment potential confounders initial haemorrhage volume Glasgow coma scale age time injury computed tomography treatment
12a,PMC3128457,S123,16198,16278,Statistical methods, We used statistical software package Stata version SE 11  0 StataCorp
0,PMC3128457,S125,16336,16467,Role of the funding source, The funder study role study design data collection data analysis data interpretation writing report
0,PMC3128457,S126,16468,16603,Role of the funding source, The Writing Committee full access data study final responsibility decision submit publication
0,PMC3242163,S32,4360,4408,Patients and randomisation, Details HPS reported previously 1  3
4a,PMC3242163,S33,4409,4624,Patients and randomisation, Briefly July 1994 May 1997 20  536 men women aged 40  80 years increased risk vascular events randomly allocated receive 40 mg simvastatin daily matching placebo
5,PMC3242163,S33,4409,4624,Patients and randomisation, Briefly July 1994 May 1997 20  536 men women aged 40  80 years increased risk vascular events randomly allocated receive 40 mg simvastatin daily matching placebo
3a,PMC3242163,S33,4409,4624,Patients and randomisation, Briefly July 1994 May 1997 20  536 men women aged 40  80 years increased risk vascular events randomly allocated receive 40 mg simvastatin daily matching placebo
5,PMC3242163,S34,4625,4857,Patients and randomisation, At final follow up May  October 2001 participants encouraged continue allocated study treatment unless contraindicated study results sent family doctors Nov 11 2001
5,PMC3242163,S35,4858,5028,Patients and randomisation, Participants advised discuss doctors light results whether non trial statin treatment prescribed study treatment stopped
11a,PMC3242163,S36,5029,5333,Patients and randomisation, To allow unbiased assessment subsequent long term effects participants doctors made aware previously allocated study treatment unless particular request 15 participants unblinded 18 simvastatin allocated vs 13 placebo allocated
6a,PMC3242163,S38,5389,5513,Procedures and follow-up, During in trial treatment period routine follow up study clinics 4 8 12 months every 6 months
6a,PMC3242163,S39,5514,5643,Procedures and follow-up, Information sought suspected heart attacks strokes vascular procedures cancers serious adverse events
6a,PMC3242163,S40,5644,5766,Procedures and follow-up, Participants unable unwilling attend contacted telephone follow up sought family doctors
6a,PMC3242163,S41,5767,5992,Procedures and follow-up, Post trial follow up serious adverse events conducted mailing questionnaires surviving participants late November 2001 annually November 2006 reminder mailed 2 months later
6a,PMC3242163,S42,5993,6092,Procedures and follow-up, Follow up participants complete questionnaires sought family doctors
6a,PMC3242163,S43,6093,6293,Procedures and follow-up, During in trial post trial periods information sites registered cancers certified causes deaths requested UK national registries randomised patients
6a,PMC3242163,S44,6302,6478,Procedures and follow-up, Further details sought participants family doctors plus necessary hospital records reports might relate major vascular events deaths
6a,PMC3242163,S45,6479,6703,Procedures and follow-up, In view high confirmation rate 95 central adjudication cancers reported in trial period information routinely sought non fatal cancers reported post trial period
11a,PMC3242163,S46,6704,6855,Procedures and follow-up, Events coded according prespecified criteria1 clinical staff coordinating centre unaware study treatment allocation
0,PMC3242163,S47,6864,7040,Procedures and follow-up, During in trial period compliance study treatment assessed follow up questioning participant reviewing remaining calendar packed tablets
6a,PMC3242163,S48,7041,7353,Procedures and follow-up, The effects treatment allocation cholesterol concentrations assessed assaying blood obtained study clinics sample 5 participants scheduled follow up time year participants attending follow up August 2000 February 2001 2
6a,PMC3242163,S49,7354,7642,Procedures and follow-up, During post trial period participants asked year current statin use post trial lipid profile assays sought 1500 randomly selected surviving participants May 2004 August 2004 ie 3 years scheduled treatment period
6a,PMC3242163,S50,7643,7801,Procedures and follow-up, About 1100 blood samples obtained participants family doctors mailed central laboratory assay using previously validated methods 15
12a,PMC3242163,S52,7867,8303,Endpoints and statistical analysis, The main comparisons entail log rank analyses first post randomisation occurrence particular events in trial period defined events occurring Nov 11 2001 post trial period defined events occurring Nov 11 2001 March 31 2007 among originally allocated 40 mg simvastatin daily versus allocated matching placebo tablets ie intention to treat analyses
0,PMC3242163,S53,8304,8556,Endpoints and statistical analysis, The results in trial analyses differ slightly previously published findings2 3 inclusion events taking place participants final follow up visit Nov 11 2001 mean extra follow up 3  5 months SD 1  4
6a,PMC3242163,S54,8557,8820,Endpoints and statistical analysis, The primary outcome analyses prolonged follow up prespecified first post randomisation major vascular event defined non fatal myocardial infarction coronary death fatal non fatal stroke coronary non coronary revascularisation
6a,PMC3242163,S55,8821,9182,Endpoints and statistical analysis, Secondary outcomes major vascular events year follow up various subcategories patients major coronary events ie non fatal myocardial infarction coronary death strokes revascularisations separately deaths vascular non vascular causes separately cancers sites excluding non melanoma skin cancer
0,PMC3242163,S56,9183,9385,Endpoints and statistical analysis, Analyses presented outcomes eg site specific cancer cerebral haemorrhage prespecified in trial period whereas eg cancer incidence year
0,PMC3242163,S57,9386,9501,Endpoints and statistical analysis, Allowances multiple comparisons post hoc nature analyses made interpretation
0,PMC3242163,S59,9559,9679,Role of the funding source, The trial designed conducted analysed interpreted investigators independently funding sources
0,PMC3242163,S60,9680,9808,Role of the funding source, The writing committee full access study data final responsibility decision submit publication
4b,PMC3266479,S37,3869,4045,Study design and participants, We undertook multicentre pragmatic double blind placebo controlled parallel group randomised trial 46 UK intensive care units December 2006 March 2010
3a,PMC3266479,S37,3869,4045,Study design and participants, We undertook multicentre pragmatic double blind placebo controlled parallel group randomised trial 46 UK intensive care units December 2006 March 2010
4a,PMC3266479,S38,4046,4168,Study design and participants, Eligible participants intubated mechanically ventilated adults aged 16 years older within 72 h ARDS onset
0,PMC3266479,S39,4169,4244,Study design and participants, Patients identified recruited local investigators site
4a,PMC3266479,S40,4245,4557,Study design and participants, We defined ARDS accordance American European Consensus criteria 14 pressure arterial oxygen fractional inspired oxygen concentration PaO2 FIO2 ratio 200 mm  Hg less bilateral pulmonary infiltrates consistent oedema absence clinically evident left atrial hypertension
4a,PMC3266479,S41,4558,4950,Study design and participants, Exclusion criteria pregnancy current treatment intravenous agonist need continuous regular aerolised agonists current treatment antagonists imminent withdrawal medical treatment chronic liver disease defined Child Pugh grade C enrolment another clinical trial investigational medicinal product within previous 28 days
