PMCID,sentence_id,CONSORT_Item,sentence_text
PMC4085478,S84,0,Individuals with possible conflict of interest were neither allowed to recruit patients nor were they involved in the conduct or analyses of the study.
PMC4085478,S85,0,There were no changes in the study methods or outcome parameters after study initiation.
PMC4085478,S86,0,All authors had access to the study data and have reviewed and approved this manuscript.
PMC4085478,S88,0,"The disease activity was assessed using the SCCAI (22) that is validated and has been proven to correlate well with other indices comprising invasive methods (23,24,25,26)."
PMC4085478,S89,6a,The primary end point was changes in SCCAI from baseline (V2) to V5.
PMC4085478,S90,0,"The SCCAI assesses stool frequency during the day and at night, defecation urgency, blood in stool, general well-being, abdominal pain, and extraintestinal manifestations."
PMC4085478,S91,0,"The score ranges from 0 to 19 pointsâ€”the lower the score, the lower the disease activity."
PMC4085478,S92,6a,"We assessed the following secondary and a priori defined end points in an exploratory sense: complete remission (<3 mean SCCAI (26) and â€œblood in stoolâ€ù subscore of 0 (see European Crohn's and Colitis Organization (ECCO) definition of remission (21), LOCF); partial remission (SCCAI <5, LOCF); clinical response (SCCAI decrease â‰¥2 (26); mucosal healing (endoscopic Mayo Score (EMS) â‰_1); achievement of mucosal healing (EMS â‰_1 at V5 and improvement of EMS â‰¥1 from V2 to V5); patients with complete remission; and a â€œbowel frequencyâ€ù subscore of 0."
PMC4085478,S93,6a,All SCCAI-based end points refer to the patient's mean values of 1 week rounded to integer numbers.
PMC4085478,S94,6a,Time to symptom resolution was defined as the first 3 days with â‰_3 stools per day without visible blood (21).
PMC4085478,S95,6a,"The EMS is categorized as follows: 0, inactive; 1, mild disease (erythema, decreased vascular pattern, minimal granularity); 2, moderate disease (marked erythema, friability, granularity, absent vascular pattern, bleeding on minimal trauma, no ulcerations); and 3, severe disease (ulceration, spontaneous bleeding)."
PMC4085478,S96,6a,"The histologic index (by Riley) ranges from 1 representing remission to 4 representing severe colitis; a central pathologist, who was blinded to the groups, assessed the score."
PMC4085478,S98,7a,Data from a dose-finding study (19) showed that a relative effect size for the SCCAI of âˆ_0.8 could be expected from the 3.2â€‰g dose group compared with placebo.
PMC4085478,S99,7a,"Under the parametric assumptions of the t-test, 30 patients per group were needed to detect a difference of a relative effect size of 0.8 between placebo and an active group with a power of 85% (Î±=0.025, one sided)."
PMC4085478,S100,7a,"The sample size was increased from 30 to 36 patients per group to accommodate for nonresponse, loss to follow-up, and other deviations from planned study conditions."
PMC4085478,S101,0,"We also included dose groups of 0.8 and 1.6â€‰g LT-02 to allow for dose-finding and dose-response analyses, as the drug LT-02 was new and had not been tested in studies."
PMC4085478,S102,0,Primary analysis was based on the full analysis set (intention to treat) that included all randomized patients.
PMC4085478,S103,12a,"If a patient had a missing value at the final visit (V5), the latest available value was carried forward."
PMC4085478,S104,12a,"Analysis of covariance was used to model the primary end point, including the following baseline covariates: (i) mean SCCAI in the past 7 days of the screening period; and (ii) disease extent."
PMC4085478,S105,12a,The model including these two covariates and the treatment group effect was considered to be the core model.
PMC4085478,S106,0,"It was used to compare the effects of placebo and the individual dose groups in fixed sequence, starting with the highest dose group of 3.2â€‰g LT-02 daily, followed by the lower dose groups in descending order."
PMC4085478,S107,12a,"The confirmatory testing procedure stopped at the first nonsignificant result; superiority was given if the one-sided P value was <0.025, equivalent to a two-sided Î± level of 0.05."
PMC4085478,S108,12a,Survival methods were used to analyze time-to-event variables; the log-rank test compared time with event curves between treatment groups.
PMC4085478,S109,12a,likelihood ratio Ï‡2 tests based on nominal logistic regression were planned to compare the results of qualitative variables between treatment groups.
PMC4085478,S110,12a,"The analysis plan did not specify how the groups should be compared: in order to increase the statistical power, we focused on the comparisons between placebo and the three active groups pooled."
PMC4085478,S111,0,The statistical power to detect treatment effects in categorical parameters in this small sample size is far below the usual 80â€“90%.
PMC4085478,S112,0,"This is why we defined categorical variables such as rate of remission or mucosal healing a priori as secondary and exploratory, in order to discover trends in treatment effects to gather information for the sample-size calculation for future phase III studies."
PMC4085478,S113,12a,Linearity was checked for important continuous variables compared with log transformation.
PMC4085478,S114,12a,Normality for continuous parameters was assumed if the absolute value of skewness was<1.
PMC4085478,S115,12a,"In addition, the Shapiroâ€“Wilk goodness-of-fit tests were applied."
PMC4085478,S116,7b,"A planned interim analysis was conducted by an independent data monitoring committee after half of the patients had terminated the treatment period to adjust the sample size or to stop the trial for futility, if indicated."
PMC4085478,S117,7a,"Software for sample-size estimation included nQuery Advisor V5.0 (Statistical Solutions Ltd, Cork, Ireland) and StudySize V2.0 (CREOSTAT HB, V.Frolunda, Sweden)."
PMC4085478,S118,12a,"Statistical analyses were performed using SAS JMP V9 and SAS JMP V8 and higher (JMP, SAS Institute Inc., Cary, NC)."
PMC4145439,S40,"3a,14a,4a","This was a 12-week, Phase IIb, dose-ranging, double-blind, placebo (PBO) and active-controlled, multicenter, randomised study (NCT01242488), conducted between November 2010 and June 2012, to evaluate the efficacy and safety of subcutaneous OKZ in patients with moderately to severely active RA who had previously failed TNF inhibitor therapy."
PMC4145439,S41,0,The study protocol was approved by the Institutional Review Board/Independent Ethics Committee as defined in local regulations and performed according to the Declaration of Helsinki.
PMC4145439,S42,0,All patients provided written consent.
PMC4145439,S43,6a,The primary objective of the study was to evaluate the efficacy of OKZ at different doses and administration frequencies compared with PBO.
PMC4145439,S44,6a,"Secondary objectives were to evaluate the safety, pharmacokinetics (PK), pharmacodynamics (PD) and immunogenicity of repeated doses of OKZ, and to assess the dose-response and exposure-response relationship of OKZ with efficacy."
PMC4145439,S45,6a,An exploratory endpoint was to compare the efficacy and safety of OKZ with TCZ.
PMC4145439,S46,16,"Of the 398 patients enrolled in the study, 221 were randomised to 1 of 9 treatment arms (figure 1)."
PMC4145439,S47,"10,8a",Randomisation was performed centrally using an interactive voice-response system.
PMC4145439,S48,5,"Patients received either PBO or OKZ (60, 120 or 240â€…mg) every 4â€…weeks (Q4W) or every 2â€…weeks (Q2W), or 8â€…mg/kg TCZ Q4W."
PMC4145439,S49,5,"Doses were selected in order to cover 35â€“75% of the maximal anticipated effect on DAS28(erythrocyte sedimentation rate, ESR) at 12â€…weeks, or 45â€“85% of the maximal anticipated effect at 24â€…weeks, based on PK/PD analysis of previous study data.19 20"
PMC4145439,S50,"13a,13b",FigureÂ 1 Patient disposition.
PMC4145439,S51,8b,Randomisation was stratified according to the number of prior failed TNF inhibitors (1 vs 2 or more).
PMC4145439,S52,0,Two safety follow-up visits were undertaken 6 and 12â€…weeks after the last study dose.
PMC4145439,S53,11a,"To maintain blinding of the treatment, all patients received an intravenous infusion Q4W and two 1.2â€…mL subcutaneous injections Q2W."
PMC4145439,S54,0,"TCZ dose is the approved dose in Europe by the EMA,21 and the highest dose approved by the US Food and Drug Administration (FDA).18"
PMC4145439,S55,0,Patients who completed the study were eligible to receive OKZ in an open-label extension study (NCT01296711).
PMC4145439,S57,4a,"This study population were individuals with active RA and an inadequate response to MTX, and at least one previous anti-TNF therapy."
