CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,clean_sentence_text
8a,PMC5033259,S38,6126,6331, Randomization tables produced Harvard Catalyst biostatisticians SAS using blocks four delivered directly Research Pharmacy use study staff would remain blinded
3b,PMC3944682,S51,7740,8030, We therefore added prescription group facilitate interpretation effect delayed prescription compared alternatives strategies particularly delayed prescription groups current study higher antibiotic use previous studies
0,PMC3002834,S96,11415,11475, A value p 0 05 considered statistically significant
0,PMC3018567,S93,15027,15239, Viral load DNA PCR results concordant apart one infant viral load 6699 copies per mL PCR negative seronegative rapid test algorithm age 18 months classified HIV negative
7a,PMC4145444,S71,8860,9238, Based primary outcome measures radiographic score serum alkaline phosphatase values SDs based previous studies 1 6 radiographic score 150  U L alkaline phosphatase 40 subjects treatment group would provide 80 power 95 CI detect difference groups 1 0 final radiographic score 100  U L alkaline phosphatase
10,PMC3420230,S76,13732,13858, After randomisation ursodeoxycholic acid placebo comparison online prescription form generated printing
11a,PMC3386495,S66,10136,10476, All scans sent trial centre Edinburgh masked central rating signs visible early ischaemia presence extent hypo attenuation swelling hyperattenuated artery haemorrhage background brain changes leukoaraiosis atrophy prior stroke lesions non stroke lesions validated rating methods 20  25
0,PMC3002766,S46,6141,6260, The study approved local ethics committees conducted accordance amended Declaration Helsinki
6a,PMC3036630,S81,9605,9767, FeNO measured portable rapid response chemoluminescent analyser flow rate 50 mL s NIOX System Aerocrine Sweden according recent guidelines 23
5,PMC4066691,S53,8525,8631, Study medication taken immediately ICS inhalation normal ICS dosing evening
5,PMC3070271,S73,8976,9154, The primary objective compare efficacy 1 month s treatment anakinra 2 mg kg subcutaneously daily maximum 100 mg placebo two groups patients
7a,PMC3420230,S118,20708,20821, For planned factorial trial estimated provisional sample size would 1498 women 749 per group
6a,PMC3386495,S112,19526,19749, For patients known alive 6 months unknown OHS used level function recorded 7 day form ie measured 7 days discharge hospital impute 6 month functional status 14
0,PMC3641608,S69,12132,12165, See appendix details
0,PMC3944682,S34,5479,5635, Health professionals mainly doctors also practice nurses decided negotiation patients whether immediate antibiotics needed
0,PMC3036630,S44,5082,5126, The definition COPD based GOLD 1
0,PMC3489506,S78,10733,10850, Saliva samples also taken DNA analysis identify genetic polymorphisms associated sleep outcomes
6a,PMC3266479,S70,9091,9325, We defined ventilator free days number calendar days patients started unassisted breathing day 28 randomisation patients survived least 48 consecutive hours start unassisted breathing 20
8a,PMC3623038,S42,5314,5438, The 1    1 assignment sequence based computer random number generator produced Department Biostatistics
8b,PMC3386495,S53,8180,8430, The system used minimisation algorithm achieve optimum balance key prognostic factors table 1 January 2006 minimisation additionally stratified world region minimised key factors within regions
11a,PMC3386495,S83,13691,13808, If appropriate IST 3 trial office masked staff mailed postal questionnaire patients assess outcome
8b,PMC3016167,S57,7506,7661, A statistician generated sequentially numbered randomisation list random block sizes 4 4 2 4 4 6 2 4 6 6 6 8 4 8 2 using www randomisation com
6a,PMC4797126,S85,13590,13715, Serum periostin measured immunoassay using Roche Elecsys platform Roche Diagnostics Ltd Rotkreuz Switzerland
12a,PMC3686261,S65,9878,10167, The relationship baseline JE JSN baseline employment status evaluated calculating tertiles JE JSN determining percentages patients tertile employed baseline differences across JE JSN tertiles evaluated
7a,PMC5264229,S78,9408,9551, To determine equivalence SB2 INF 95 CI ACR20 rate difference within prespecified margin 15
0,PMC3070271,S48,6038,6105, No immunosuppressive drugs DMARDs allowed trial
3a,PMC3944682,S33,5231,5469, This study pragmatic open factorial trial delayed antibiotic strategies controlling symptomatic advice regarding analgesia steam parallel observational component patients judged need immediate antibiotics
6a,PMC3944682,S71,10930,11131, Symptoms included feeling generally unwell sleep disturbance fever interference normal activities sore throat cough short breath facial sinus pain earache runny blocked nose
0,PMC3018567,S104,16701,16849, The patients included analysis primary outcomes differed data outcome obtained different times
6a,PMC3944682,S76,11615,11721, Any antibiotic use 14 days recruitment documented diary brief questionnaire
12a,PMC3756454,S76,11311,11405, Cytometric data analysis performed FlowJo V 7 2 5 Flow Cytometry Analysis Software
0,PMC5064025,S59,8684,8734, Randomization required evaluable baseline scan
0,PMC4066691,S48,7686,7972, Seven clinic visits scheduled screening Visit 0 prior 4 week run in Visit 1 randomisation 4 week run in Visit 2 every 4  weeks end treatment period Visits 3  6 21  days following end final treatment period Visit 7
0,PMC5064025,S78,11217,11278, Sample size calculated study Lee et  al 19
6a,PMC4515982,S74,9738,10049, After giving informed written consent eligible patients underwent haematological examinations haemochromocytometry renal liver function serum iron ferritin transferrin reticulocyte count coagulation tests blood pressure body mass index BMI measurement sVC ALSFR R ALSQ40 assessment
6a,PMC3756454,S74,11164,11250, For platelet expression P selectin 7500 events collected platelet gate
6a,PMC5033259,S67,10715,10853, BOLD data preprocessed using SPM8 software Statistical Parametric Mapping The Wellcome Trust Centre Neuroimaging London U K
0,PMC3668094,S83,11866,11930, For comparative analyses P 0 05 considered significant
4a,PMC4215282,S41,5160,5614, Eligible patients men women aged 18  55  years RRMS defined revised 2005 MacDonald Criteria15 Expanded Disability Status Scale EDSS score 0  5 5 least one following characteristics documented relapse s within 12  months screening documented relapses within 24  months screening least one T1 weighted gadolinium enhanced Gd lesion detected brain MRI screening
0,PMC3590447,S57,8830,8904, The treatment schedules based best available evidence time
5,PMC3103669,S46,6757,6965, Allopurinol treatment 100  300 mg initiated baseline within 1 month baseline administered randomised patients daily 24 weeks see supplementary material details
5,PMC4797126,S47,6356,6496, Patients randomly assigned 1 1 1 1 one three dosing regimens quilizumab placebo using interactive web response system
0,PMC4066691,S168,25255,25274, Click file
4a,PMC3028347,S36,5019,5650, Obese children aged 6  12 years recruited newspaper advertisements letters physicians eligible BMI percentile according Centers Disease Control Prevention 2000 growth charts United States prepubertal early pubertal defined breast Tanner stage I  III girls testes 8 mL boys fasting hyperinsulinemia defined fasting insulin 99th percentile fasting insulin among 224 nonobese 6 12 year old children studied outpatients National Institutes Health NIH insulin assay unpublished data
6a,PMC4797126,S58,8979,9239, Asthma exacerbations defined new increased asthma symptoms wheezing cough chest tightness shortness breath nighttime awakening due symptoms led treatment systemic corticosteroids least 3  days hospitalization
0,PMC4085478,S101,14237,14404, We also included dose groups 0 8 1 6  g LT 02 allow dose finding dose response analyses drug LT 02 new tested studies
0,PMC3016167,S88,11899,12057, Grade 3 cold extremities tachycardia hypotension hypertension pulmonary oedema respiratory rate 24 per minute basal rales crackles lungs
0,PMC4213545,S38,5928,6102, The protocol approved Institutional Review Board study center patients gave written informed consent participating study procedures
12b,PMC3321505,S67,12400,12487, Treatment by subgroup interaction also assessed among subgroups model
4a,PMC4469977,S56,7184,8095, We excluded patients pustular granulomatous variants pyoderma gangrenosum may respond differently treatment measurement single ulcer possible patients receiving oral prednisolone ciclosporin intravenous immunoglobulin previous month patients participating another clinical trial women pregnant lactating risk pregnancy patients known hypersensitivity either study treatments patients clinically important renal impairment pretreatment findings would result investigator using either study drugs patients malignant premalignant disease patients concurrent medical condition treatments might interfere ongoing treatment cause harm patients taking rosuvastatin received live vaccine two weeks randomisation
4a,PMC4770816,S40,5391,5838, They excluded baseline systolic blood pressure less 125 mm Hg already taking three antihypertensive agents greater 20 mm Hg postural change systolic blood pressure standing already treated 130 mm Hg systolic blood pressure target unable provide informed consent insufficient corroborative evidence stroke TIA
