CONSORT_Item,PMCID,sentence_id,clean_sentence_text
0,PMC3420230,S84, After randomisation member research team saw participants weekly time routine clinical visit
0,PMC3420230,S85, The participant asked adherence treatment use drugs adverse events completed visual analogue scale itching
0,PMC3420230,S86, Results routinely collected biochemical tests recorded
0,PMC3420230,S87, Participants seen six weeks delivery
0,PMC3420230,S88, All maternal perinatal outcomes collected review postnatal case notes adjudication necessary trial management group
0,PMC3420230,S89, Participants able withdraw trial either request discretion treating clinician
0,PMC3420230,S90, If participant  s clinical condition deteriorated example worsening itch increasing bile acid levels clinician could decide stop trial drug give ursodeoxycholic acid deliver woman indicated without breaking treatment code
11b,PMC3420230,S92, Women first comparison randomised ursodeoxycholic acid 250 mg dose Ursofalk Dr Falk Pharma Buckinghamshire placebo capsules Dr Falk Pharma identical appearance taste study drug white opaque hard gelatin capsule
5,PMC3420230,S92, Women first comparison randomised ursodeoxycholic acid 250 mg dose Ursofalk Dr Falk Pharma Buckinghamshire placebo capsules Dr Falk Pharma identical appearance taste study drug white opaque hard gelatin capsule
5,PMC3420230,S93, The placebo contained lactose monohydrate magnesium stearate
11b,PMC3420230,S94, All capsules packaged labelled provide blinded treatment packs production unit pharmacy department Nottingham University Hospitals NHS Trust
0,PMC3420230,S95, Supplies packed approved container tagged single panel label
9,PMC3420230,S96, The participant  s name randomisation number date dispensing added label part dispensing process
5,PMC3420230,S97, All women received two capsules twice day clinical improvement itching biochemical improvement serum bile acids alanine transaminase levels dose increased increments two capsules per day every 3 14 days maximum 2 g day
5,PMC3420230,S98, Women second comparison randomised early term delivery induction delivery started 37 0 37 6 expectant management spontaneous labour awaited caesarean delivery undertaken according normal obstetric guidelines usually 39 weeks   gestation
5,PMC3420230,S99, By consensus obstetricians could arrange delivery latter group 40 0 weeks   gestation
6b,PMC3420230,S101, Once decision fund main trial known full statistical analysis plan prepared prespecified primary secondary outcome measures uploaded onto trials website date amendment logged
0,PMC3420230,S102, No data unblinded time
6a,PMC3420230,S103, For ursodeoxycholic acid comparison primary outcome itch mother measured arithmetic mean post randomisation measures worst itch previous 24 hours assessed visual analogue scale
0,PMC3420230,S104, To avoid over interpretation results carried two online surveys www surveymonkey com unblinding trial determine reduction score visual analogue scale would clinically meaningful difference among clinicians involved treating women intrahepatic cholestasis pregnancy among women previously experienced condition full questions given supplementary appendix 1
0,PMC3420230,S105, Women clinicians informed mean baseline itch score visual analogue scale 60 mm analysis blinded data offered choice answers
6a,PMC3420230,S106, For timing delivery comparison primary outcome caesarean section
0,PMC3420230,S107, It widely believed induction general increases rate caesarean sections although recent trials timing delivery term shown significant effect 12 13
6a,PMC3420230,S108, Secondary outcome measures ursodeoxycholic acid comparison prespecified maternal outcomes perinatal outcomes
6a,PMC3420230,S109, Maternal outcomes average itch past 24 hours visual analogue scale levels total bile acids alanine transaminase aspartate transaminase mode onset labour mode delivery indication delivery blood loss delivery
6a,PMC3420230,S110, Perinatal outcomes gestation delivery baby outcome birth weight presence meconium stained amniotic fluid arterial cord pH venous cord pH Apgar score five minutes congenital anomalies admission neonatal unit including duration need ventilation including duration convulsions jaundice
6a,PMC3420230,S111, For timing delivery comparison chose secondary maternal perinatal outcomes
0,PMC3420230,S112, The outcome measures previously specified start initial phase trial designed measure feasibility second phase  namely recruitment two interventions total recruitment rate per 1000 deliveries per annum total recruitment rate per eligible women recruitment rates related disease severity acceptability randomisation among potential participants offered trial entry adherence treatment arm completeness outcome data
0,PMC3420230,S114, All centres undertook audit parallel trial start recruitment 1 April 2010 initial target 90 women recruited
0,PMC3420230,S115, They identified pregnant women raised bile acid levels collaboration hospital  s chemical pathology laboratory undertook postnatal case note review ascertain whether diagnosis intrahepatic cholestasis pregnancy confirmed treatment given whether participation trial offered
0,PMC3420230,S116, The number deliveries per centre per month audit period obtained
7a,PMC3420230,S118, For planned factorial trial estimated provisional sample size would 1498 women 749 per group
7a,PMC3420230,S119, This would give 80 power 0 05 show reduction primary composite endpoint fetal death severe morbidity 6 3
7a,PMC3420230,S120, However detailed power calculations possible without accurate estimate event rate clinical spectrum likely recruits trial
7a,PMC3420230,S121, The target sample size initial phase determined 90 participants allow reasonably precise estimates variables main trial
7a,PMC3420230,S122, After decision analyse initial phase alone unblinding undertook sample size calculation based new primary outcome measure maternal itch score clinically meaningful difference determined
7a,PMC3420230,S123, This confirmed study carried 99 9 power detect difference 30 mm standard deviation 26 mm across arms correlation baseline follow up measurements
0,PMC3420230,S125, Trial analysis followed intention treat principle women infants analysed according original randomised allocation irrespective adherence crossovers
12a,PMC3420230,S126, For repeated measurements time severity itch biochemistry used average arithmetic geometric mean intervention period 19
12a,PMC3420230,S127, In analyses regression methods used adjustment made stratification variables gestation recruitment ursodeoxycholic acid trial study centre trials potential confounders baseline bile acid levels others imbalance substantial
0,PMC3420230,S128, For analysis perinatal outcomes treated infants singletons twins equally
12a,PMC3420230,S129, To allow multiple pregnancy adjusted standard errors clustering mother using Huber White sandwich estimator multiplicity included covariate 20
12a,PMC3420230,S130, Mode delivery expressed perinatal outcome owing inclusion twin pregnancies mode delivery may different one twin
